sharpe,sortino,max_drawdown,total_return_pct,win_rate,profit_factor,expectancy,total_trades
0.44213548206076725,0.8737749659290721,-0.0272463521212711,-2.716264300206967,36.15560640732266,0.37626537353385303,-6.215707780793801,437
